target_id,prot_ps,prot_acf,prot_cs,e_prot_ps,E_prot_ps,e_prot_acf,E_prot_acf,e_prot_cs,E_prot_cs,sph_ps,sph_acf,sph_cs,e_sph_ps,e_sph_acf,e_sph_cs,h_ps,fa_prob_ps,hacf,gacf,hcs
11617094,1.50332744137979,-1.0,3.135555293806829,0.7451316683609517,0.7451316683609517,-1.0,-1.0,0.20720261763869652,0.20720261763869652,603.0278543052257,-1.0,840.6403398756464,312.1697979813007,-1.0,363.70773562165124,16.080654290396172,1.0381511186988993e-07,-1.0,-1.0,0.3735843916276371
