target_id,prot_ps,prot_acf,prot_cs,e_prot_ps,E_prot_ps,e_prot_acf,E_prot_acf,e_prot_cs,E_prot_cs,sph_ps,sph_acf,sph_cs,e_sph_ps,e_sph_acf,e_sph_cs,h_ps,fa_prob_ps,hacf,gacf,hcs
7938116,52.625569497331085,57.58198207616806,0.10114649095640653,7.389056098930649,7.389056098930649,-1.0,-1.0,0.014667694863792954,0.014667694863792954,1379.43800462943,1409.2423123807,883.7568236203276,314.8031986967369,292.75681919327036,174.76913833667714,21.986839033773908,2.826422834871083e-10,0.19928365967976022,0.09184280957927593,0.2926847965680016
