Simulação,P_PS,Incerteza_P_PS,P_ACF,Incerteza_P_ACF,P_CS,Incerteza_P_CS
Alpha=1.2,30.12593652194647,10.946267193838633,28.66666666666626,-1.0,19.13999999999973,4.963401937623083
Alpha=1.2,29.407977787754675,10.090575649378561,29.999999999999574,-1.0,16.159999999999766,5.021523385206785
Alpha=1.2,31.4618712851109,11.621584875668532,29.333333333332916,-1.0,29.626666666666242,3.6580601401480615
Alpha=1.2,26.18460585503122,9.727167933384369,26.666666666666288,-1.0,26.933333333332946,2.4126981483346177
Alpha=1.2,26.707742531851036,10.263038797746,27.999999999999602,-1.0,15.404112618239731,4.0081690851903655
Alpha=1.2,26.678086664730863,9.194023689642421,28.66666666666626,-1.0,19.799999999999724,4.525224117923607
Alpha=1.2,25.021574422755982,7.482365137541228,25.99999999999963,-1.0,35.686666666666156,4.344792557555619
Alpha=1.2,24.767011902026546,7.87965535580948,25.333333333332973,-1.0,25.459047805517653,2.4538094212269157
Alpha=1.2,26.854807453682938,8.74216692308073,27.333333333332945,-1.0,26.79756257843269,2.8444102607086967
Alpha=1.2,24.829768269679146,6.878540337023345,25.333333333332973,-1.0,25.254909061796134,2.1401536778749546
Alpha=1.2,25.16085650973613,9.246265321994693,25.99999999999963,-1.0,26.03589298842138,2.4457220268575766
Alpha=1.2,27.516722368697273,9.186141720976599,27.999999999999602,-1.0,14.813333333333121,4.887463705587576
Alpha=1.2,25.976206855269957,8.036171193165453,26.666666666666288,-1.0,26.720654550958763,2.5635204643153093
Alpha=1.2,26.345019125252048,7.596250191961776,26.666666666666288,-1.0,26.72913315674461,2.526439483783122
Alpha=1.2,25.64818859815383,8.406979305800148,26.666666666666288,-1.0,26.857544156537422,2.2165124024014045
Alpha=1.2,25.104577433702953,10.419054051712477,26.666666666666288,-1.0,35.686666666666156,4.206328035009549
Alpha=1.2,24.912310283181917,6.687699866820534,25.99999999999963,-1.0,25.89148768376696,2.5785107506297296
Alpha=1.2,26.59578304481224,10.284727021097074,27.333333333332945,-1.0,14.813333333333121,4.842679292048928
Alpha=1.2,23.691682209400184,7.351950486571348,25.333333333332973,-1.0,14.139999999999798,3.7679763620774653
Alpha=1.2,26.05025899292653,8.583936710436934,27.333333333332945,-1.0,27.444877585955318,3.0947798550220766
