Simulação,P_PS,Incerteza_P_PS,P_ACF,Incerteza_P_ACF,P_CS,Incerteza_P_CS
Alpha=3.0,32.32226458840383,9.785428379951897,31.999999999999545,-1.0,32.22326026476932,3.55032739172436
Alpha=3.0,29.945685376405354,13.240146213720811,30.66666666666623,-1.0,21.779999999999696,6.503866434970014
Alpha=3.0,48.38950301116533,25.1750062751964,53.99999999999923,-1.0,24.239999999999654,12.007456588599755
Alpha=3.0,42.60238383179091,22.233821471515974,45.999999999999346,-1.0,21.546666666666358,8.701741919461123
Alpha=3.0,71.06898109572909,44.91723351415092,72.66666666666563,-1.0,34.31999999999952,11.814952854049494
Alpha=3.0,30.905715329533297,12.46027405155094,35.99999999999949,-1.0,20.459999999999713,5.500195340082457
Alpha=3.0,25.9176685253917,8.66553907637492,55.999999999999204,-1.0,32.33999999999955,11.46868800720821
Alpha=3.0,22.894356601008116,7.179605334426398,47.33333333333266,-1.0,47.695720985313606,3.7221072788198106
Alpha=3.0,28.433754945555922,9.272823660393037,59.99999999999915,-1.0,36.29999999999949,10.706349002627645
Alpha=3.0,27.233548248537453,7.897272408006532,27.999999999999602,-1.0,37.70666666666612,4.390010446055384
Alpha=3.0,40.747171529201054,18.985506735218912,45.33333333333269,-1.0,22.893333333333004,8.860577241550553
Alpha=3.0,38.45692129786272,14.20186280243654,39.99999999999943,-1.0,23.759999999999664,5.859963888751423
Alpha=3.0,38.15491635124563,17.397331323914536,79.99999999999886,-1.0,22.21999999999968,9.540818733044286
Alpha=3.0,28.598870635849728,8.861068166568534,28.66666666666626,-1.0,28.726585474492772,2.396645151859079
Alpha=3.0,24.82404024647716,8.150662345930614,25.99999999999963,-1.0,35.01333333333283,3.742483502891449
Alpha=3.0,26.421741698474523,8.792658976816892,27.333333333332945,-1.0,27.330635634814193,2.4957745438629146
Alpha=3.0,31.801660813798883,11.505133224192425,33.33333333333286,-1.0,17.506666666666415,5.623912441199383
Alpha=3.0,30.417258897006402,8.677118816149951,30.66666666666623,-1.0,60.599999999999135,5.091525822327286
Alpha=3.0,23.546656271619124,6.583897859600215,73.33333333333229,-1.0,35.6399999999995,10.65760498320624
Alpha=3.0,64.55068366164149,31.82764444926349,62.666666666665776,-1.0,63.29333333333243,7.475494909745806
