target_id,prot_ps,prot_acf,prot_cs,e_prot_ps,E_prot_ps,e_prot_acf,E_prot_acf,e_prot_cs,E_prot_cs,sph_ps,sph_acf,sph_cs,e_sph_ps,e_sph_acf,e_sph_cs,h_ps,fa_prob_ps,hacf,gacf,hcs
3247782,15.79182734658631,15.795232959557325,15.879725944817405,0.6201313377523173,0.6201313377523173,-1.0,-1.0,0.1800635083031989,0.1800635083031989,6526.935951145657,6527.842370478622,6588.055669114673,2126.776442427499,2125.4545949662024,2066.9142147041903,154.39358374002248,8.86581246169991e-68,1.0662569091786351,0.6501184837231052,0.998475692056649
