target_id,prot_ps,prot_acf,prot_cs,e_prot_ps,E_prot_ps,e_prot_acf,E_prot_acf,e_prot_cs,E_prot_cs,sph_ps,sph_acf,sph_cs,e_sph_ps,e_sph_acf,e_sph_cs,h_ps,fa_prob_ps,hacf,gacf,hcs
2300631,4.71004397682366,2.595086782705039,4.65700289104315,3.203719203888938,3.203719203888938,-1.0,-1.0,0.0139427002838335,0.0139427002838335,1076.6744119956934,979.6168448771234,1059.8175506605903,272.94054424495937,241.48285355732784,266.615183718001,73.93853398963368,7.742882847478513e-33,0.2880111105484858,0.3480260266498785,4.170520723998612
2301274,47.08101460394673,-1.0,0.2832111490052194,1.978959622031195,1.978959622031195,-1.0,-1.0,0.0104486160482846,0.0104486160482846,1612.5147596410632,-1.0,974.9688133189652,239.35905781643777,-1.0,166.96543339505357,19.05709410226812,5.291870286337945e-09,-1.0,-1.0,0.301355864277033
2301389,7.925741155260227,15.61139354109764,15.210278809145091,0.3722588465084039,0.3722588465084039,-1.0,-1.0,0.7403552165938676,0.7403552165938676,1565.1855151182815,1638.5238726828145,1633.2851607275134,544.1494889486296,438.8283590649823,455.0768856506327,47.871995637558136,1.61978158376279e-21,0.5664039594540322,0.2904902287231057,0.7009625124241605
2301910,7.185860801160639,-1.0,7.145124123052804,0.3876510897616987,0.3876510897616987,-1.0,-1.0,0.456816855768182,0.456816855768182,416.2934997810178,-1.0,416.9128471806619,43.11055628892452,-1.0,45.15983331924268,17.269560447948667,3.1617330031914505e-08,-1.0,-1.0,0.5917506402179553
2306825,47.06904679428979,-1.0,28.617524015016222,7.389056098929095,7.389056098929095,-1.0,-1.0,0.3056294257156499,0.3056294257156499,1190.2642905054256,-1.0,1134.9150006330617,283.2648038577473,-1.0,392.7150280472557,24.89202511632794,1.5471443960076825e-11,-1.0,-1.0,0.2818909868709506
2310259,16.03467091210805,32.71454782085493,16.20095517786685,1.1147205918953844,1.1147205918953844,-1.0,-1.0,0.9562298012965024,0.9562298012965024,1695.700368720782,1738.864992034231,1686.343063554487,655.7255422699791,540.1584383943621,656.1759142517504,25.747232619916677,6.578379878924241e-12,0.499906161487691,0.2512873440917328,0.9332483309899487
2422417,47.08098058788676,-1.0,2.9925151864532378,7.389056098930649,7.389056098930649,-1.0,-1.0,0.3696294155932806,0.3696294155932806,646.6626397414268,-1.0,367.4777970910848,107.22669469164872,-1.0,102.46031271915976,18.306147268625782,1.1213501779990973e-08,-1.0,-1.0,0.2867591735289473
2423787,0.5349664728079612,-1.0,0.5955368712678938,0.4818374406002841,0.4818374406002841,-1.0,-1.0,0.0115447193035325,0.0115447193035325,953.6058081366514,-1.0,969.4481077401698,292.3324615712406,-1.0,369.23886517686975,10.946073383784864,1.7627094423536948e-05,-1.0,-1.0,0.4137785094970744
2425504,3.7979361975711297,3.7802283302880815,3.76049740913721,0.1156204423723162,0.1156204423723162,-1.0,-1.0,0.0078893442214553,0.0078893442214553,6857.477711445218,6830.890619212881,6849.698531751961,2524.957036798784,2567.072568852932,2538.544046508337,2929.014557712312,0.0,1.464688467101854,0.8536919840869072,0.9842221537749456
2437852,11.14444740576079,10.911616285331547,11.100571531674229,0.4633873715504624,0.4633873715504624,-1.0,-1.0,0.2557924712579167,0.2557924712579167,5334.523210636256,5375.475534442184,5342.146888350397,1456.9775451228725,1535.944240517113,1490.2955091238148,59.78547521554452,1.08517059201893e-26,0.7888071183563079,0.5223280262639926,0.9688243912805958
2447049,28.61750945468053,58.29741834802553,28.60369154990072,7.389056098930649,7.389056098930649,-1.0,-1.0,0.3383729711405628,0.3383729711405628,988.1568540151432,1029.3843061702798,988.2778302421364,294.6213197668065,84.95021729905062,294.4381647424149,19.375502026703845,3.848809232664384e-09,0.4927807829466568,0.1923934107400288,1.1862685459732936
2447723,11.670439520858864,11.667690662201494,11.618960515566563,0.4834527839090518,0.4834527839090518,-1.0,-1.0,0.1338968444934208,0.1338968444934208,1590.7844011080497,1590.7844011080497,1594.1116543326343,400.749558584404,400.749558584404,406.2174478816993,58.19165605682791,5.341766273005482e-26,0.3705882141357132,0.2597067178772322,0.9756247838204496
2558295,0.110904351107728,-1.0,0.6568573174517888,0.1353780029289872,0.1353780029289872,-1.0,-1.0,0.0093040846895496,0.0093040846895496,273.8149027998165,-1.0,291.53886697949963,46.35810938082575,-1.0,39.17058325807762,12.976698045104008,2.3136179533233e-06,-1.0,-1.0,0.4045874416068117
2572803,41.27571720338727,-1.0,3.796600088221053,7.389056098930649,7.389056098930649,-1.0,-1.0,0.2277175493154731,0.2277175493154731,1070.1107995193274,-1.0,876.0373286834272,51.50780583780731,-1.0,157.02546396571432,15.686261057433676,1.540080354828944e-07,-1.0,-1.0,0.1947310622575782
2576197,0.3694965358360684,-1.0,2.203971536078765,0.5225955890065336,0.5225955890065336,-1.0,-1.0,0.017233498083381,0.017233498083381,541.9815750475149,-1.0,729.4446641017184,110.10765407863052,-1.0,351.3363475360597,1654.2320390829902,0.0,-1.0,-1.0,0.0429232202451458
2580323,7.489519404592088,10.359495732933285,7.528449848986822,0.3179188795100746,0.3179188795100746,-1.0,-1.0,0.2149860722364259,0.2149860722364259,2380.662282305196,2596.149953611726,2375.669958040811,335.51501026405134,482.8772307338049,371.4221721195387,39.58262761376193,6.448864444106701e-18,0.2456986014072755,0.3490880169672616,4.144530326219307
2580654,3.2400621620407506,-1.0,1.1883114742355505,7.389056098930647,7.389056098930647,-1.0,-1.0,0.0171650133721509,0.0171650133721509,335.8866628939853,-1.0,290.2933501806,87.65074149623962,-1.0,63.22194030290134,15.542220662612523,1.7786861759021637e-07,-1.0,-1.0,0.5096214351885768
2584086,0.1210146814174625,-1.0,2.205674147176707,0.1402504561032261,0.1402504561032261,-1.0,-1.0,0.0087301516378381,0.0087301516378381,574.9380130282589,-1.0,997.139021119791,123.20440329274496,-1.0,408.3853715528384,90.16245484119167,6.965357114026521e-40,-1.0,-1.0,0.0970719983195763
2692704,14.892853715124405,14.916623565368354,14.894861745174891,0.4203049919595461,0.4203049919595461,-1.0,-1.0,0.0812587802552722,0.0812587802552722,5655.304731092908,5659.0850711108815,5655.304731092908,1975.2130347927532,1975.893981594441,1975.2130347927532,831.7946382856867,0.0,1.1004281342881082,0.5065826420169002,0.978920150607302
2694407,1.3986122488499526,0.837783177383244,4.189528898997232,0.0927769005075333,0.0927769005075333,-1.0,-1.0,0.3127251635041444,0.3127251635041444,253.72703907334173,243.3932393306589,282.41508969908017,45.49663496209125,47.51817634640878,50.48633371055937,72.6873676552832,2.7056855561153657e-32,0.3191546821491458,0.432226799038939,0.2184172070499792
2695201,4.730221456382424,-1.0,2.2570742203482177,3.1341018663534554,3.1341018663534554,-1.0,-1.0,0.0969087111468185,0.0969087111468185,1033.159783955752,-1.0,962.8399683309448,140.51293626450533,-1.0,144.4820967470291,9.71754505503233,6.021765025411859e-05,-1.0,-1.0,0.5916655294835901
2696497,45.86288811288712,53.55695639923215,3.1643581043325217,7.3890560989306175,7.3890560989306175,-1.0,-1.0,0.011752277034022,0.011752277034022,1364.429965639653,1403.32373486507,1089.6817001773138,164.74217449903327,75.96952443686249,169.0823168937092,15.86546668404692,1.2874055181622886e-07,0.1453922245836387,0.0525011990703142,0.7147679435826793
2713915,11.311342003065098,11.340738746803254,11.433508033128454,0.629584688693471,0.629584688693471,-1.0,-1.0,0.3968720544022663,0.3968720544022663,530.8023331984436,528.7685655147797,527.2022743430923,145.7856448007751,148.97882759595203,152.23775380901586,114.8378018833538,1.33837041587564e-50,0.6697393831844274,0.4620224789842909,0.9124357526699076
2714532,47.09549225817408,-1.0,4.127628600224852,5.47478642477189,5.47478642477189,-1.0,-1.0,0.1734397647470821,0.1734397647470821,978.306747412398,-1.0,648.4733386936431,236.370558072662,-1.0,268.64617256907866,15.01186821566516,3.0229326467862546e-07,-1.0,-1.0,0.2671854497212017
2717854,1.836005951349554,3.759814027696848,3.69422161993105,0.061172968723506,0.061172968723506,-1.0,-1.0,0.0866490205980848,0.0866490205980848,2086.690109116328,2207.15294940756,2202.998808106098,965.9975929463204,882.4944482272824,901.3325542446293,289.078324280307,2.85022357035583e-126,1.202440332228018,0.7836377848049695,0.8729203750232629
2719007,47.06865477452162,-1.0,3.104292595378026,2.3748452215806606,2.3748452215806606,-1.0,-1.0,0.1100620519537596,0.1100620519537596,949.100596921032,-1.0,565.2886555216977,229.82131800154596,-1.0,174.91865113380803,23.52387234535151,6.077319199342547e-11,-1.0,-1.0,0.3783128270080465
2720649,3.008629134162862,-1.0,28.59022767032941,1.468304133741103,1.468304133741103,-1.0,-1.0,0.3435495818098436,0.3435495818098436,819.9279165041273,-1.0,1189.789071301219,217.88911380510865,-1.0,348.033758001011,15.908016136423784,1.2337761591935533e-07,-1.0,-1.0,0.2590902617838567
2721966,1.5193516225673764,-1.0,2.9718877159059045,0.9537766815221558,0.9537766815221558,-1.0,-1.0,0.1502775682874368,0.1502775682874368,817.0399846162874,-1.0,971.2703916634704,198.99541612117685,-1.0,255.73189291178477,13.945328821746834,8.782550271644978e-07,-1.0,-1.0,0.5904350973417491
2835890,2.9985369188498927,-1.0,2.992851528199757,2.751224557290353,2.751224557290353,-1.0,-1.0,0.1070132325321636,0.1070132325321636,975.2327245315338,-1.0,967.0297240190245,612.5353238474997,-1.0,585.3515731162992,15.43825962060419,1.9735541027311337e-07,-1.0,-1.0,0.5737043164237077
2848223,4.786500450541239,4.740636482834816,4.693230118006741,0.2726200442914959,0.2726200442914959,-1.0,-1.0,0.1053517020876858,0.1053517020876858,3944.867059761044,3988.970537380468,3980.5820543160457,1846.4576950905205,1810.3871954038257,1879.3404324337637,352.57330237505016,7.574610614386957e-154,1.4468932859276138,0.8136136090859217,0.985947623964128
2855791,0.1002748034258441,-1.0,0.2444498139523824,0.1477315460253259,0.1477315460253259,-1.0,-1.0,0.0118439579277129,0.0118439579277129,343.213002711752,-1.0,352.8860415527642,65.05783090768425,-1.0,55.16013978154452,12.498748862356866,3.7313186461116663e-06,-1.0,-1.0,0.3391961659333934
2857138,41.276597050590055,-1.0,41.28607431759403,1.8918647803412263,1.8918647803412263,-1.0,-1.0,0.7951256242833604,0.7951256242833604,1362.1003057261812,-1.0,1362.0805014130683,69.05768341821599,-1.0,69.36365136443176,22.896307105327526,1.1383089963208433e-10,-1.0,-1.0,0.1179535063997434
2858010,0.1421870840982113,-1.0,2.786147717828862,7.389056098504924,7.389056098504924,-1.0,-1.0,0.3670150863213303,0.3670150863213303,874.2108952988299,-1.0,1070.9510016244783,163.72303324379592,-1.0,277.5933871641832,14.587653389503153,4.620219715614616e-07,-1.0,-1.0,0.3188889512757474
2858741,18.474672682862884,18.12471436196938,18.40954805475304,0.6744027060197213,0.6744027060197213,-1.0,-1.0,0.2078884128620774,0.2078884128620774,4596.155548082383,4622.631691084653,4589.794609644888,1010.1403990728608,953.240400793429,1021.8661795886994,127.1365751062821,6.099398143944701e-56,0.7296443649322725,0.4285078442094303,0.980930522022548
2859995,37.52389677987742,-1.0,3.135573372105137,1.4348035346655512,1.4348035346655512,-1.0,-1.0,0.1719619784972507,0.1719619784972507,939.4171496013324,-1.0,746.638927693297,107.31622176608496,-1.0,121.28441908280304,18.674791834414524,7.756056348719583e-09,-1.0,-1.0,0.2503752375881181
2972706,2.661087281050172,2.6972529720515013,2.636304263379643,0.1141490737577692,0.1141490737577692,-1.0,-1.0,0.0088984583687593,0.0088984583687593,3817.5704125154457,3830.5806198105647,3828.5201281437858,1360.454706083097,1375.0374862882995,1370.578035073904,1996.5028526732267,0.0,1.455785598779029,0.8788171938854525,0.7821436879037361
2973605,16.96787558707604,17.08264342136681,17.129641124559562,0.8570472902792671,0.8570472902792671,-1.0,-1.0,0.6566497713229372,0.6566497713229372,2468.951766419869,2463.143445525675,2458.612963950912,761.7062198584288,758.9925685876368,765.4075078483229,76.04544966018304,9.416311972846032e-34,0.6772821250358312,0.4045806920878625,0.9736861006323548
2982925,0.6741515176535844,53.61822721362114,3.165458906549979,7.389056098930527,7.389056098930527,-1.0,-1.0,0.0105206517128663,0.0105206517128663,829.753190094839,1515.954083174509,1170.603943375502,110.909816992402,141.7259583647879,441.4107539580942,15.604513280942696,1.6712675826144993e-07,0.1178833194974137,0.1452632214575607,0.6480771899232295
2993312,1.5054905637998746,-1.0,3.135559438238852,1.5997060270575028,1.5997060270575028,-1.0,-1.0,0.1929180098875985,0.1929180098875985,472.9362167247075,-1.0,567.1904104337735,92.9394825536527,-1.0,184.76067555938752,15.948644572138472,1.184654390924616e-07,-1.0,-1.0,0.5745144549039027
2994572,3.148645012136225,-1.0,3.135558795137331,2.3088360237262315,2.3088360237262315,-1.0,-1.0,0.1280118872132927,0.1280118872132927,628.7258178221562,-1.0,641.9640107985371,233.19030935904,-1.0,309.207455563437,15.994192640657989,1.131906082444092e-07,-1.0,-1.0,0.6716611955243917
2995913,2.942610841265715,-1.0,1.502587909166463,1.2359620013456458,1.2359620013456458,-1.0,-1.0,0.0409292142345766,0.0409292142345766,481.6710878697006,-1.0,390.5173994310824,183.7102560484817,-1.0,134.56580485689886,15.467108016643005,1.9174336174065457e-07,-1.0,-1.0,0.2966895440008462
2996143,15.96904748194757,15.979149533435702,16.009482566338004,0.5347609016541865,0.5347609016541865,-1.0,-1.0,0.1466862085643527,0.1466862085643527,6508.330058279619,6509.052505152601,6509.207279271964,1785.4244482527622,1775.9004764929975,1772.6866088672484,215.606707847168,2.3077912407476364e-94,1.0674863265744534,0.5893029850268389,0.9675646588770004
2996170,5.511662180588582,7.254000096581876,11.037063113466862,0.191398367057599,0.191398367057599,-1.0,-1.0,0.1564524125978449,0.1564524125978449,1018.0235856669163,1052.0447675232192,1076.913913149797,175.40577883405186,179.52205083174087,204.05851259042504,101.3110338368881,1.002713930910856e-44,9.011399673547473e-06,0.1565299260587151,2.017822320318215
3096453,7.699759366251364,7.397040089592338,7.78058274838142,0.3839168463393514,0.3839168463393514,-1.0,-1.0,0.2236783436986791,0.2236783436986791,248.66161043019264,246.21099194102536,251.2267876123364,143.2862851622663,138.0134832748549,143.48223313602415,178.46789597527885,3.1072599047269936e-78,0.2848231531879466,0.3411590775897146,0.9235694108427992
3103260,20.553324097174308,19.861577393487096,20.388199259680366,1.2174284119325725,1.2174284119325725,-1.0,-1.0,0.5112631039125015,0.5112631039125015,1300.2951829305196,1280.21419978738,1303.5870089776392,327.2815448810402,341.2346799680041,331.55317393863925,53.36925552020045,6.637840679018146e-24,0.6777111938107336,0.3195146643486526,0.9511907204123398
3103790,6.977118143879717,50.51053441688418,7.03735160134267,0.3746101408349956,0.3746101408349956,-1.0,-1.0,0.240544941458199,0.240544941458199,371.97618112223626,413.66332791976447,376.18433374652096,94.84496818111676,60.75585738763943,86.83669832554139,66.69265861043691,1.0857913613022919e-29,0.2226833673178595,0.1414249740438467,1.7237232916589358
3112129,1.0796368541049577,-1.0,1.083899171559681,0.03086814827173,0.03086814827173,-1.0,-1.0,0.0096629349297857,0.0096629349297857,389.8025872447338,-1.0,393.3663302626662,107.155378246781,-1.0,113.22659139881866,680.4734092082981,2.9795679832360717e-296,-1.0,-1.0,0.0813146862384475
3113666,52.62621999317485,59.25761167891324,28.43693988797671,7.389056098930647,7.389056098930647,-1.0,-1.0,0.3351285309757643,0.3351285309757643,1352.529430068717,1436.2877942602363,1363.109691008564,346.6300345815801,235.16939910438413,438.2371763684307,27.303872858496597,1.3870070960478265e-12,0.2326473283411095,0.1047252552804228,0.6941696096156416
3116383,7.333403846918295,7.192688196897507,7.250455682823351,0.240969677959614,0.240969677959614,-1.0,-1.0,0.0346135697391292,0.0346135697391292,817.0179255410037,823.8971882203442,818.6173857912661,132.65924923699484,135.3412754115621,140.36242329561873,496.21381681381774,3.1410692671624785e-216,0.5619237522077586,0.5061285128717193,0.940619349513494
3121235,0.2156873826960373,-1.0,2.6003993810154493,0.0057840861650575,0.0057840861650575,-1.0,-1.0,0.2971568934134728,0.2971568934134728,242.01592999246088,-1.0,304.4125421980356,42.03357978117266,-1.0,70.76114727809234,12191.559380065526,0.0,-1.0,-1.0,0.0004235692291828
3122597,26.250118064865497,54.47640482150018,0.566423834078014,7.389056098930649,7.389056098930649,-1.0,-1.0,0.1513469047745615,0.1513469047745615,640.8107790016478,673.0191154792225,199.7624591206737,148.9977134968468,62.766936521514914,71.99405406948077,14.71542448819909,4.066046546017219e-07,0.3001022714555528,0.1410873149149693,6.7837846987922
3130345,0.157181033027583,17.348313845694065,8.637471844318558,0.1497198877127086,0.1497198877127086,-1.0,-1.0,0.0377090120323662,0.0377090120323662,562.2356239001566,4038.760883891782,3831.07039781044,307.6787915506102,1087.7739201207255,1192.877075684577,298.1233123073231,3.3627186939395922e-130,0.6557930417871003,0.3974905553452179,0.0798531616754576
3130537,0.17807854668206,-1.0,2.953508831067011,0.5259108412605763,0.5259108412605763,-1.0,-1.0,1.1312242108633546,1.1312242108633546,513.4107608037208,-1.0,1229.669401622224,154.56432655350602,-1.0,724.5314331679336,17.91340707942766,1.6607572358395603e-08,-1.0,-1.0,0.1906773894553584
3216556,0.1775050501682806,-1.0,0.6755327738464806,7.389056098930649,7.389056098930649,-1.0,-1.0,0.0095140695060599,0.0095140695060599,625.5009852265282,-1.0,662.558948840553,81.57492788500642,-1.0,67.02350031827191,15.062428582606683,2.873891596761325e-07,-1.0,-1.0,0.2770392335353283
3217161,5.498779818908995,11.238542012870312,5.540387870955153,0.1770377775958451,0.1770377775958451,-1.0,-1.0,0.035184761689883,0.035184761689883,2041.1120736037835,2144.3933702259374,2043.9453159585903,685.8982396138854,522.5328973118461,682.519284828963,149.30761612388787,1.4339242560378333e-65,0.7666907309698874,0.4482109070235329,0.3443786092349484
3220719,12.46564221617777,-1.0,4.454452740924116,7.389056098930629,7.389056098930629,-1.0,-1.0,0.0890811999731769,0.0890811999731769,168.33373801104622,-1.0,134.1208927114256,68.07495373106217,-1.0,65.20861906115067,18.01695451766126,1.4973939437429922e-08,-1.0,-1.0,0.3575079659617278
3223536,0.2088879342615461,-1.0,4.329091217452661,0.2589680004164116,0.2589680004164116,-1.0,-1.0,2.394975741221214,2.394975741221214,404.8554537492285,-1.0,617.9966328977889,69.93433739786194,-1.0,210.4188852088417,13.735791220814871,1.082983071900684e-06,-1.0,-1.0,0.2839204190534102
3229487,28.61787109446962,-1.0,3.1355544363381345,7.389056098930649,7.389056098930649,-1.0,-1.0,0.2224364457355893,0.2224364457355893,1154.532423119286,-1.0,752.5469853094485,379.6017753851292,-1.0,246.2903067499861,17.96073550495831,1.5839872418846626e-08,-1.0,-1.0,0.3952088014033409
3233725,10.5762178514396,20.61760723823681,20.70422517934008,0.662755670087933,0.662755670087933,-1.0,-1.0,0.3581309337604044,0.3581309337604044,3304.210785366828,3353.5134103925348,3358.120075123184,983.3549222081006,814.5395333629267,797.041904418184,48.76857919846356,6.608078048783069e-22,0.7245170525906561,0.4492150691705968,1.0127261234043643
3235322,47.0805069588149,-1.0,3.0073182787848216,7.389056098923254,7.389056098923254,-1.0,-1.0,0.1027137511800963,0.1027137511800963,1274.8012626020443,-1.0,685.5034022564626,323.6833499136216,-1.0,305.6638077702865,24.38599047167947,2.5662496456112312e-11,-1.0,-1.0,0.4161379877744071
3241662,0.85979130195999,-1.0,3.1355609388090677,0.7609455106647774,0.7609455106647774,-1.0,-1.0,0.3272292784056135,0.3272292784056135,576.1588227426969,-1.0,697.902308951686,100.87119633987548,-1.0,169.98393757985306,41.25633894142055,1.2094826817825186e-18,-1.0,-1.0,0.1258848745934285
3247339,0.9600624361846952,-1.0,0.9583427292887752,0.0284282701831874,0.0284282701831874,-1.0,-1.0,0.0085065196482741,0.0085065196482741,269.7927546789235,-1.0,269.7927546789235,32.04073708030864,-1.0,32.04073708030864,215.6816989991043,2.1410572355366383e-94,-1.0,-1.0,0.3514367763399639
3247782,15.79182734658631,15.795232959557325,15.879725944817404,0.6201313377523173,0.6201313377523173,-1.0,-1.0,0.1800635083031989,0.1800635083031989,6526.935951145657,6527.842370478622,6588.055669114673,2126.776442427499,2125.4545949662024,2066.9142147041903,154.39358374002248,8.86581246169991e-68,1.0662569091786351,0.6501184837231052,0.998475692056649
3323215,17.79638769686542,17.532118348404765,17.97573407020356,1.3992797251849198,1.3992797251849198,-1.0,-1.0,0.9233735976691,0.9233735976691,2873.7898674670514,2870.3492805461283,2861.488802642817,752.256018304401,790.0203983153526,770.0436673222383,62.79002097217313,5.378242412432052e-28,0.7687321535245784,0.4329257661176891,0.9867813664442434
3329643,0.5074607829147003,49.04094859957695,3.196243824977428,0.0137478972757329,0.0137478972757329,-1.0,-1.0,0.1419308403422423,0.1419308403422423,613.0548196876179,1333.2722406529963,872.1890520765587,282.0254497418693,517.7260565754101,520.2685411134452,2689.398243832463,0.0,0.2713564488974135,0.1464665778192625,0.0016369102597503
3330620,7.806456011443632,7.866983532439917,7.840055322231857,0.2370902929743122,0.2370902929743122,-1.0,-1.0,0.0732316464075972,0.0732316464075972,5769.180164371974,5714.905095192265,5753.833013898402,2084.053411219408,2125.534906586744,2098.8566392426105,573.4314005340837,9.16024307061928e-250,1.271578556162071,0.7327165050803852,0.9878938421851966
3335194,12.802796788623946,12.70976962056011,12.803273615806466,0.4236800923291801,0.4236800923291801,-1.0,-1.0,0.0680145939802872,0.0680145939802872,7863.730838504855,7917.850942275448,7863.730838504855,2778.8618603581226,2717.0176116239645,2778.8618603581226,518.2285536867006,8.633736087005287e-226,1.1484178082855077,0.5376164857531821,0.9257764488556266
3338822,8.571290029911818,8.602595812641084,8.558227528902128,0.3914269475408781,0.3914269475408781,-1.0,-1.0,0.1801601591282934,0.1801601591282934,3647.116075146008,3639.4333632919866,3656.60160010904,1203.521840046471,1204.74480065971,1190.375412556837,141.9876177859287,2.165514504631637e-62,1.0092185962432094,0.6028888666242455,0.9027478526570036
3340694,0.3310529167366183,-1.0,4.862565206200505,0.9064642269923192,0.9064642269923192,-1.0,-1.0,0.009944562071811,0.009944562071811,702.5553102765756,-1.0,1144.0995203990678,94.55602812954028,-1.0,356.14299115121,14.493090631584852,5.078444527725826e-07,-1.0,-1.0,0.3862289961805119
3342894,14.033831423408207,14.03795746061951,14.03695946349151,0.4452423323999998,0.4452423323999998,-1.0,-1.0,0.0779310378973256,0.0779310378973256,4267.575312948743,4264.329065578249,4265.853681118567,1353.9855467367026,1361.7789590834975,1358.0560809471665,368.0067740333914,1.5020650264631062e-160,1.029356934949871,0.5874607498021592,0.972395298557855
3343074,3.025425678576243,6.089256252162159,6.1088726481422775,0.0940999594444634,0.0940999594444634,-1.0,-1.0,0.1409362100336655,0.1409362100336655,3406.431023468403,3588.853501641434,3595.179297999943,1442.7261021472425,1358.7837513424176,1359.424331490837,274.0544046142953,9.542987055454557e-120,1.0785223306797762,0.761147064851977,0.894289344225474
3353050,1.2826012725884517,-1.0,5.093918957334388,2.8482574613821345,2.8482574613821345,-1.0,-1.0,0.0805552355637192,0.0805552355637192,225.96833124836436,-1.0,332.06673787575744,49.089074461061415,-1.0,93.6086289008736,82.47677782574061,1.516318749499425e-36,-1.0,-1.0,0.0769677729058053
